Sign_Order,Sign_Order_Num,Fortune_Level,Palace,Current_Hexagram,Change_Trigger,Changed_Hexagram,Fortune_Category,Five_Elements,Symbol_1,Symbol_2,Symbol_3,Symbol_4,Symbol_5,Poem_Text,Interpretation
第 309 籤,309,中籤,坤宮,復,六三,明夷,平,土,命,命,命,命,命,曾把樹栽，也要待春來，東風嫋嫋，便開遍花街。,樹苗種下了，成活了，但要長木成材、還須時日。事業的根基鋪排得當了，想要發達興旺，也得等待時機，才能從一個高峯推向另一個高峯。東方吹採的風兒，雖說柔弱，看似力量不是那麼威猛，卻能催開滿街小樹的花枝，豔麗奪目、光彩照人。你要認真研究來自東方的每一條信息，哪怕微不足道，也不要輕易放過，更不要拒絕一位來自東方的友人。這個嬌小的女性，能給你帶來巨大的助力。 另一個重要的改革措施。就是換人。籤詩中的“便”宇，拆開來就是“更”和“人”。更，更換的意見。看來，某個職位上的某個人，要走馬換將才對。但具體怎麼換、換誰、什麼時候換？這些事情，恐怕你要比我清楚得多。 花開了，果怎麼樣？那將是很自然的事，用不着你過多憂慮。
第 310 籤,310,中籤,坤宮,大壯,上六,大有,平,土,命,命,命,命,命,四十餘年苦已深，而今汝樂度光陰，莫籌謀恩愛，尚多歡喜事，惜甚青春，不減青春。,回首前塵，歷盡四十餘年滄桑，苦難深重。而今你已是苦盡甘來，從此可以快快樂樂池過日子了，可是你難忘年輕時候的一段舊情。當年的舊夢，早已被歲月封存。可是你重溫舊夢之餘，想要付諸現實，籌劃着去尋找回失去的切。 結局會怎麼樣？將使你大失所望。原來，時過境遷，早巳今非昔比了。你不應當回頭望而該朝前看，新的人生階段新的追求中，會讓你得到更大的快樂和欣喜，勝過年輕時代的那種幸福感覺。 陸放翁有一首《釵頭鳳》描寫舊日情侶不堪的重逢，頗與此籤意境相近：山盟雖在，錦書難託。莫，莫，莫！ 如果你不把感情作爲主要追求的生活目標，你的日子自然會很舒坦，在其它方面都會令你歡樂。遺憾早巳鑄成，傷口已經縫合，何必去揭開那昔月的疤痕？
第 311 籤,311,中下籤,艮宮,賁,初九,艮,平破,土,金,水,木,火,土,三冬足，文藝精，到頭處，水亦成，急急回首，勿誤前程。,你性格溫良，爲人厚道。有一定的才能，但卻無權力。你於文藝技術方面，具一定的潛力，只要稍加努力，便會聲成功的希望。冬天，是所有生物積惹力量，以圖再進的季節。經歷了三冬的充實。積德養賢，不浮不躁，當然會在來春“不鳴則已，一鳴驚人”的。 什麼時候水到渠成呢？從立冬到冬至之間要經歷小雪和大雪的節氣。時間是45天左右。也就是說，將在冬至的前三天和後七天裏，當可實現你的計劃。 籤詩中的後兩句，是告誡你要見好就收，不然會使自己陷入險境，誤了自己的前程。 上坎下艮，是爲“蒙”封。卦辭曰：“亨，匪我求童蒙，童蒙求我，初筮告，再三續，瀆則不告，利貞。”蒙卦，具亨通的德性，且有開始教化的象徵。
第 312 籤,312,中籤,艮宮,損,九二,頤,平,土,命,命,命,命,命,奇怪，奇怪，前番來了，今番又來，謹慎提防，勿被弄壞。,同樣的事物同樣的人，再一次在你面前出現了。第一次不期而遇，純屬偶然，不以爲奇。你用極普通的辦法解決了，雖然獲益不豐，但至少無害。今番又來，這可是一件作怪的事情，並無吉利可言。 所以，你必須謹慎小心，多加提防，免得對方壞了你的大事。 這個人大可不必前來(奇爲大可)，他懷着不良的企圖，心思包藏於土內，讓人難以識破(怪字含義)。 你不要爲蠅頭微利所誘，也不要被甜言蜜語所陶醉，更不能聽了幾句恭維就飄飄然。當然，還要經得起色相的勾引，過好美人關。 總之，你需穩如泰山。
第 313 籤,313,中籤,震宮,隨,九三,革,平,木,命,命,命,命,命,耕牛伏輒，闢土開疆，坐看收穫，黍稷稻梁。,耕牛，農人忠實的朋友。它喫苦耐勞，不屈不撓的性格，令人尊敬。不論你的生肖年代是否爲牛，或者月、日、時是否帶有醜這個地支，你的一生都與牛結下不解之緣。這也象徵了你一生的命運。 在各種各樣轟轟烈烈的業績裏，你雖然不是一個叱吒風雲的最高指揮者，但你卻可以成爲他的最佳幫手。不可多得的左膀右臂。你勤奮、誠實，不做作和堅定的原則性很受人尊敬、愛戴。 當你與屬雞的人合作時，共同的美德會使你們結合得極爲融洽。 而與屬狗者卻處處不一致，衝突較爲顯著、激烈。 問到此籤其他方面的預測信息，有一個較大範圍的答案，望你能根據這個答案聯繫自身情況，去領悟其中玄機。
第 314 籤,314,中上籤,坎宮,革,九四,既濟,持平,水,土,木,金,火,水,腰下佩青萍，步入金鑾殿，覆護三山，千錘百煉。,腰間佩帶着育萍寶劍，走上金籤寶殿。這是一種受到極大的信任，並擁有相當權力的象徵。是不是可以當皇上？當然不是，皇上上朝坐殿，不要自己走路，由人搶着。這裏的步，就是走土前去的意思。而上得殿來的主要任務是覆護三山。覆與護是兩層意思，即先覆後護。覆，傾覆、顛覆、推翻的意思。護就是護衛、維護的意思。福建省會福州市，另名三山。城東有九仙山，西有閩山，北有越王山，東南濱臨大海。這裏泛指沿海重要的軍事塞鎮。 籤詩總的含義，指出需做好護衛事宜，必經幹錘百鍊，爐火旺盛方能得到真金。以斯文，講理、談判、申訴諸方式均不能解決，唯有以武力方能了結，且須以武力鞏固。 一位屬狗的“朋友”，三番兩次地要壞你的事，其“水”太盛，幾乎要澆滅你爐中之火。不得不加以防範，慎之。
第 315 籤,315,下籤,坎宮,革,六二,夬,破,水,木,火,土,金,水,雛鳥會飛高，山欲遇驕蛟，龍神牙爪，變化海島。,雛鳥學會了飛行的本領，第一次離巢向高高的藍天飛去。可是，剛剛離開山谷就遇上了一隻巨大的蛟，受了一場驚嚇。這裏預意出師不利。第一次就遭到巨大的驚嚇和衝擊。這類不利的因素，爲害的人和事多來自北邊，稍偏東的方向，時間是冬天。 相傳，龍是由蛇經過幾萬年修煉而成。由蛇至蟒，蟒而蛟，蛟變龍，從低級到高級層層演變而成。驕蛟由深淵躍出，衝越山谷，直插藍天，正是由蛟化龍的情景。 這隻大蟒有沒有化成龍形呢？換一句話就是說，你的對頭，是不是成了氣候呢？它的牙和爪終究沒有變全，也也勉勉強強脫身而去了。這些沒有變化出來的牙和爪，被拋向大海，化作了星星點點的島嶼。 你由此而因禍得福，可以到這些島嶼上去棲息，去生存、去繁衍，成爲一隻碩大無朋的巨鳥。
第 316 籤,316,中上籤,巽宮,益,上九,屯,持平,木,金,火,水,土,木,吉吉吉，尋常一樣窗前月，兇兇兇，有了梅花便不同，含笑向東風，人情不比舊時分。,這是一條吉凶參半的信息。吉和兇在這回合的人與事當中，變化極大，可以說幾乎要改變你的命運，使你的人生道路有了一個根本性的轉折。對於預測婚姻、子嗣，這條籤是特別靈驗的。臘盡春寒之時，你結識了一位姓氏中帶有草、木筆畫的異性，給你平凡的人生中帶來了極不安定的因素。危機四伏，令你惶惑不安。你變得不再無憂無慮，日子過得一點也不快樂、瀟灑。漸漸地心中有了悔恨之意，但一時又沒有什麼招數，能夠使自己早日解脫出來。 “含笑向東風”，便成了這首籤詩的要義，不可不明白。 巽(xum音：訓)在八封中所對應的時序是辰巳月(農曆三、四月)，對應的天時、生肖和人物分別是風、雞和媒人。好了，到那時，將有一位女人爲你指出一條新的道路，她將指着東南方的一個人，告訴你，你的一生並不會太慘。
第 317 籤,317,中下籤,離宮,離,六五,同人,平破,火,土,金,水,木,火,大火炎炎，宜水相濟，寶鼎丹成，掀天揭地。,這首籤詩所對應的八卦名叫“離”，是險上加險。它包括文化人，武裝人員，懷孕者，害眼病患者及排行老二的女性，另外朝南的住宅，南方，火，夏季，時疫，苦味等因素，都與離卦相對應。離的因素，是你目前最不利的原因，所以要綜合分析，儘量避開凶兆。 要營謀的事情，猶如夏天燒鼎煉丹，火上加火，高溫高壓，即使煉成了也到不得手，掀天揭地來一場大爆炸，一切都將煙飛灰滅，毀於一旦，自身反倒有禍，不夠安全。 唯一的辦法是增加水的因素，使水火既濟相對平衡。居家方面要小心南向屋宅的火燭；不食河蟹龜商鱉蝦米一類海鮮，不穿紅、黃二色衣服；懷孕過夏天忌戴穿黃金飾物，改爲玉器最宜；避免向南方的遠行，不宜坐火車，舟船、飛機均可。
第 318 籤,318,中下籤,震宮,大過,九四,井,平破,木,火,土,金,水,木,鐵索一條，未把孤舟系，金刀一把，早將頭落地。,鐵索難系孤舟，你拴不住心上人的心，即使有再多金錢也不行。在你未有精神準備之時，禍患同時襲來，使你的事業、工作、家庭、健康方面受到巨大損失。 白虎爲西方護衛神，對應季節爲秋季，五行屬金。你應該提防來自西部的一股勢力，代表人物屬蛇，外貌清和，儀表端莊、華麗，卻是個外柔內剛的極具殺傷力的對手。 你應以防範爲主，繆雨未綢。 ①求拜關聖帝君，要虔誠。 ②避免口舌是非。屬狗和猴的朋友有困難時不要過於衝動，要順其自然，讓其自由發展。 ②牆外桃花，晦氣太重。牀第之歡，實則有害。尤其在農曆三、六、九月，更要當心。
第 319 籤,319,中上籤,坎宮,革,上六,同人,持平,水,土,木,金,火,水,十二時中，緊急念着，一刻少延，無處下腳。,你盼望已久的機會就要到來了，形勢緊迫，不管在白天黑夜，24小時之內都要繃緊每一根神經，稍有懈怠，就會錯失良機。你要靜觀其變，等待有利時機，馬上採取行動。 你應難備好你的交通工具，在消息傳到之時立即行動。 你一定會成功的，要對自己有充分的信心。
第 320 籤,320,中籤,巽宮,小畜,初九,巽,平,木,命,命,命,命,命,風起西南，紅日當天，奇門妙言訣，一拿能看。,這支籤的自然現象是利用奇門遁甲之術測出來。“風起西南，紅日當天”，即巽如風，動爲客位；乾爲日，靜爲主位。風起西南，利主不利客。你應做“主”，固守靜坐，按兵不動。若有西南方的交易者主動找你談生意，則生意必成。如果是L問小孩走失，則可在近處找到；如果卜問失盜，則近日即可破案；如果是卜問生育，則生女孩，產期稍遲，母女平安；若是卜問疾病，則坐骨神經及泌尿系統的疾病可以治癒；要是卜問命運，則宜遷居，先遷後富，晚年更加富有。 在你遇到困難的時候，會有女貴人出手搭救，消免災禍。
第 321 籤,321,中下籤,乾宮,不雅,九五,剝,平破,金,水,木,火,土,金,萬籟無聲際，一月正當空，勿被雲遮掩，皓魄反朦朧。,午夜子時，正趕上陰陽相交合，大地“妊養”。突然—抹雲彩飄來，遮住了皓月的光亮，朦朧的月色，使人心裏發慌。迷失在朦朧的夜色裏。正在你感到圈惑的時候，有一位女貴人前來爲你排憂解難。 然而你卻不知好歹，反把好心當作了惡意，你這樣有悖於平常的溫和的性情，怎麼能成有大的作爲呢。 你應當對身邊的女性有所瞭解，烏雲屬陰，爲坤卦。你對這位女性缺乏瞭解，她的話你不能全信。而西南方有一位女性，你們雖然只有一面之緣，但她的建議對你有指點迷律的作用。此人性氏中帶有土部筆畫。
